,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
65124,550841702383370240,,-0.025296000000000003,51.49437,-0.025296000763773918,51.49436950683594,02/01/2015 02:31:10,99839275,BigBossFred,Eastenders banged tonight tho,Tower Hamlets,,0,2015-02-01 02:31:10,2,Eastenders banged tonight tho,"['eastend', 'bang', 'tonight', 'tho']",False,True
65230,550228018736926721,,-0.387468,51.602856,-0.38746801018714905,51.60285568237305,31/12/2014 09:52:37,223526151,Trilla_Ruben,@_tarizzle ill probably die from before i have the chamce anyways,Harrow,,0,2014-12-31 09:52:37,0,ill probably die from before i have the chamce anyways,"['ill', 'probabl', 'die', 'from', 'befor', 'i', 'have', 'the', 'chamc', 'anyway']",False,True
65287,550227173802799105,,-0.387548,51.602894,-0.3875479996204376,51.6028938293457,31/12/2014 09:49:15,223526151,Trilla_Ruben,@KavvEverett bruhhh???? Are you okay im dying,Harrow,,0,2014-12-31 09:49:15,0,bruhhh Are you okay im dying,"['bruhhh', 'are', 'you', 'okay', 'im', 'die']",False,True
65353,550297802975502339,,-0.37592800000000004,51.562656,-0.3759280145168304,51.56265640258789,31/12/2014 14:29:54,450149594,keelychristinaa,Another dead new years just like every other loool,Harrow,,0,2014-12-31 14:29:54,0,Another dead new years just like every other loool,"['anoth', 'dead', 'new', 'year', 'just', 'like', 'everi', 'other', 'loool']",True,True
65499,550364661024321537,,-0.36399000000000004,51.557045,-0.36399000883102417,51.557044982910156,31/12/2014 18:55:35,109656961,TRYTRYDIEDOWN,Say hi to small phil for me,Harrow,,0,2014-12-31 18:55:35,0,Say hi to small phil for me,"['say', 'hi', 'to', 'small', 'phil', 'for', 'me']",False,True
65715,550442096424157184,,-0.382227,51.5832,-0.38222700357437134,51.58319854736328,01/01/2015 00:03:17,570145138,Nirosh1105,My road is fucking dead! Not a single firework went up -.-,Harrow,,0,2015-01-01 00:03:17,0,My road is fucking dead Not a single firework went up,"['My', 'road', 'is', 'fuck', 'dead', 'not', 'a', 'singl', 'firework', 'went', 'up']",False,True
65842,550577227558301696,,-0.321729,51.619285999999995,-0.3217290043830872,51.6192855834961,01/01/2015 09:00:14,2150650094,gautamsen12,@IndiaAnalyst @AgentSaffron She opposes funding vigorously;but her anger only stems from Pakistani hand in killing US soldiers; not Indians.,Harrow,,0,2015-01-01 09:00:14,0,She opposes funding vigorously but her anger only stems from Pakistani hand in killing US soldiers not Indians,"['she', 'oppos', 'fund', 'vigor', 'but', 'her', 'anger', 'onli', 'stem', 'from', 'pakistani', 'hand', 'in', 'kill', 'US', 'soldier', 'not', 'indian']",False,True
65980,550459396195901442,,-0.341387,51.60432,-0.34138700366020197,51.60432052612305,01/01/2015 01:12:01,2220547713,gishomo,this 2 yr old shot his mum dead,Harrow,,0,2015-01-01 01:12:01,0,this yr old shot his mum dead,"['thi', 'yr', 'old', 'shot', 'hi', 'mum', 'dead']",False,True
66143,550643359732477952,,-0.366603,51.554984999999995,-0.3666029870510101,51.55498504638672,01/01/2015 13:23:02,310438559,KhiryHopkins,We must stop letting the ball bounce it's killing us!,Harrow,,0,2015-01-01 13:23:02,0,We must stop letting the ball bounce it s killing us,"['We', 'must', 'stop', 'let', 'the', 'ball', 'bounc', 'it', 's', 'kill', 'us']",False,True
66167,550640657472442368,,-0.34371799999999997,51.588825,-0.3437179923057556,51.58882522583008,01/01/2015 13:12:17,401265392,tessaallen3,My snapchat story is killing me     ,Harrow,,0,2015-01-01 13:12:17,0,My snapchat story is killing me,"['My', 'snapchat', 'stori', 'is', 'kill', 'me']",False,True
66263,550661161235263488,,-0.366617,51.555187,-0.3666169941425324,51.5551872253418,01/01/2015 14:33:46,310438559,KhiryHopkins,Bullshit!!!        some dead draw,Harrow,,0,2015-01-01 14:33:46,0,Bullshit some dead draw,"['bullshit', 'some', 'dead', 'draw']",False,True
66513,550698750386388992,,-0.35336,51.586887,-0.35335999727249146,51.58688735961914,01/01/2015 17:03:08,39275024,TheRealTopGunn,Seriously it's season two and they haven't mentioned she killed her whole family. Why?,Harrow,,0,2015-01-01 17:03:08,0,Seriously it s season two and they haven t mentioned she killed her whole family Why,"['serious', 'it', 's', 'season', 'two', 'and', 'they', 'haven', 't', 'mention', 'she', 'kill', 'her', 'whole', 'famili', 'whi']",False,True
66528,550753321322311680,,-0.31661500000000004,51.59128,-0.3166149854660034,51.59128189086914,01/01/2015 20:39:58,97889055,Nu1tha,When you remember EastEnders is on for an hour...       ,Harrow,,0,2015-01-01 20:39:58,0,When you remember EastEnders is on for an hour,"['when', 'you', 'rememb', 'eastend', 'is', 'on', 'for', 'an', 'hour']",False,True
66531,550760561404030976,,-0.372579,51.610928,-0.3725790083408356,51.61092758178711,01/01/2015 21:08:45,291931561,dxrivs,Ronnie's baby died again?  How are eastenders recycling these storylines ffs,Harrow,,0,2015-01-01 21:08:45,0,Ronnie s baby died again How are eastenders recycling these storylines ffs,"['ronni', 's', 'babi', 'die', 'again', 'how', 'are', 'eastend', 'recycl', 'these', 'storylin', 'ff']",False,True
66532,550763775604039680,,-0.297036,51.608135,-0.29703599214553833,51.60813522338867,01/01/2015 21:21:31,492312132,adammorrow03,I don't watch it; but Eastenders was epic last night,Harrow,,0,2015-01-01 21:21:31,0,I don t watch it but Eastenders was epic last night,"['I', 'don', 't', 'watch', 'it', 'but', 'eastend', 'wa', 'epic', 'last', 'night']",False,True
66538,550759482616475648,,-0.34131999999999996,51.604343,-0.3413200080394745,51.60434341430664,01/01/2015 21:04:27,2220547713,gishomo,@Kudzai_T LOOOOOOOOOL skskskskskssk I meant *Phil man; auto correct pls pls   ,Harrow,,0,2015-01-01 21:04:27,0,LOOOOOOOOOL skskskskskssk I meant Phil man auto correct pls pls,"['loooooooool', 'skskskskskssk', 'I', 'meant', 'phil', 'man', 'auto', 'correct', 'pl', 'pl']",False,True
66539,550758292491083777,,-0.341395,51.60432,-0.34139499068260193,51.60432052612305,01/01/2015 20:59:44,2220547713,gishomo,Eastenders needs a new writer and producer. This is becoming ridiculous.   ,Harrow,,0,2015-01-01 20:59:44,0,Eastenders needs a new writer and producer This is becoming ridiculous,"['eastend', 'need', 'a', 'new', 'writer', 'and', 'produc', 'thi', 'is', 'becom', 'ridicul']",True,True
66540,550758890603020288,,-0.341381,51.60432,-0.3413810133934021,51.60432052612305,01/01/2015 21:02:06,2220547713,gishomo,Man like Phil you know..   ,Harrow,,0,2015-01-01 21:02:06,0,Man like Phil you know,"['man', 'like', 'phil', 'you', 'know']",False,True
66542,550759668520595456,,-0.287073,51.605183000000004,-0.2870729863643646,51.60518264770508,01/01/2015 21:05:12,425238308,Mena_music,All this focus on Emma; is she the one who killed Lucy cause if not they need to focus on that!,Harrow,,0,2015-01-01 21:05:12,0,All this focus on Emma is she the one who killed Lucy cause if not they need to focus on that,"['all', 'thi', 'focu', 'on', 'emma', 'is', 'she', 'the', 'one', 'who', 'kill', 'luci', 'caus', 'if', 'not', 'they', 'need', 'to', 'focu', 'on', 'that']",False,True
66543,550759844521988098,,-0.287195,51.605194,-0.28719499707221985,51.60519409179688,01/01/2015 21:05:54,425238308,Mena_music,@KemiiRxse: Phil & Grant were the real Gs of Albert Square; duno for these other wastemans    you know!,Harrow,,0,2015-01-01 21:05:54,0,Phil Grant were the real Gs of Albert Square duno for these other wastemans you know,"['phil', 'grant', 'were', 'the', 'real', 'Gs', 'of', 'albert', 'squar', 'duno', 'for', 'these', 'other', 'wasteman', 'you', 'know']",False,True
66544,550760782930391041,,-0.287103,51.605194,-0.28710299730300903,51.60519409179688,01/01/2015 21:09:37,425238308,Mena_music,Why don't they let Ronnie have a baby successfully? What kind of ancestral curse is this?!,Harrow,,0,2015-01-01 21:09:37,0,Why don t they let Ronnie have a baby successfully What kind of ancestral curse is this,"['whi', 'don', 't', 'they', 'let', 'ronni', 'have', 'a', 'babi', 'success', 'what', 'kind', 'of', 'ancestr', 'curs', 'is', 'thi']",False,True
66546,550762698854903808,,-0.28723899999999997,51.605232,-0.2872389853000641,51.60523223876953,01/01/2015 21:17:14,425238308,Mena_music,The way everyone was just starting at Emma         ,Harrow,,0,2015-01-01 21:17:14,0,The way everyone was just starting at Emma,"['the', 'way', 'everyon', 'wa', 'just', 'start', 'at', 'emma']",False,True
66547,550763085804236800,,-0.341366,51.604324,-0.3413659930229187,51.60432434082031,01/01/2015 21:18:46,2220547713,gishomo,Eastenders has basically made everyone a suspect for Lucy's killing; when we find out who it actually is we might not even be surprised lol  ,Harrow,,0,2015-01-01 21:18:46,0,Eastenders has basically made everyone a suspect for Lucy s killing when we find out who it actually is we might not even be surprised lol,"['eastend', 'ha', 'basic', 'made', 'everyon', 'a', 'suspect', 'for', 'luci', 's', 'kill', 'when', 'we', 'find', 'out', 'who', 'it', 'actual', 'is', 'we', 'might', 'not', 'even', 'be', 'surpris', 'lol']",False,True
66550,550755110343950336,,-0.28726599999999997,51.605232,-0.2872659862041473,51.60523223876953,01/01/2015 20:47:05,425238308,Mena_music,Nick Cotton and his girl do not suit to be honest.,Harrow,,0,2015-01-01 20:47:05,0,Nick Cotton and his girl do not suit to be honest,"['nick', 'cotton', 'and', 'hi', 'girl', 'do', 'not', 'suit', 'to', 'be', 'honest']",False,True
66558,550758480228147200,,-0.28715999999999997,51.605216999999996,-0.2871600091457367,51.60521697998047,01/01/2015 21:00:28,425238308,Mena_music,Ronnie is moving super fast for a heavily pregnant woman.,Harrow,,0,2015-01-01 21:00:28,0,Ronnie is moving super fast for a heavily pregnant woman,"['ronni', 'is', 'move', 'super', 'fast', 'for', 'a', 'heavili', 'pregnant', 'woman']",False,True
66560,550763997491134467,,-0.350563,51.578857,-0.3505629897117615,51.578857421875,01/01/2015 21:22:24,162750476,RashaanArtist,Oh shit Denise is beating up patrick,Harrow,,0,2015-01-01 21:22:24,0,Oh shit Denise is beating up patrick,"['Oh', 'shit', 'denis', 'is', 'beat', 'up', 'patrick']",False,True
66563,550760442873012225,,-0.341357,51.604324,-0.3413569927215576,51.60432434082031,01/01/2015 21:08:16,2220547713,gishomo,oh my god oh my god RONNIE,Harrow,,0,2015-01-01 21:08:16,0,oh my god oh my god RONNIE,"['oh', 'my', 'god', 'oh', 'my', 'god', 'ronni']",False,True
66568,550758730498048001,,-0.350475,51.57885,-0.350475013256073,51.57884979248047,01/01/2015 21:01:28,162750476,RashaanArtist,Phil is switching!,Harrow,,0,2015-01-01 21:01:28,0,Phil is switching,"['phil', 'is', 'switch']",False,True
66570,550759711977795584,,-0.350563,51.578857,-0.3505629897117615,51.578857421875,01/01/2015 21:05:22,162750476,RashaanArtist,Phil is the Godfather of Eastenders,Harrow,,0,2015-01-01 21:05:22,0,Phil is the Godfather of Eastenders,"['phil', 'is', 'the', 'godfath', 'of', 'eastend']",False,True
66577,550760096389926914,,-0.341363,51.60433,-0.34136301279067993,51.60432815551758,01/01/2015 21:06:54,2220547713,gishomo,PHIL LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL,Harrow,,0,2015-01-01 21:06:54,0,PHIL LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL,"['phil', 'looooooooooooooooooooooooooooooooooooooooooooooooooooooooool']",False,True
66580,550759735113580544,,-0.341384,51.60432,-0.3413839936256409,51.60432052612305,01/01/2015 21:05:28,2220547713,gishomo,They don't call him nasty nick fi nutm,Harrow,,0,2015-01-01 21:05:28,0,They don t call him nasty nick fi nutm,"['they', 'don', 't', 'call', 'him', 'nasti', 'nick', 'fi', 'nutm']",False,True
66584,550758542488399872,,-0.350493,51.57885,-0.3504930138587952,51.57884979248047,01/01/2015 21:00:43,162750476,RashaanArtist,Phil looks ready to wrap Ronnie,Harrow,,0,2015-01-01 21:00:43,0,Phil looks ready to wrap Ronnie,"['phil', 'look', 'readi', 'to', 'wrap', 'ronni']",False,True
66587,550759746425589762,,-0.287198,51.60519,-0.287198007106781,51.60519027709961,01/01/2015 21:05:30,425238308,Mena_music,Phil will always be a don!!       ,Harrow,,0,2015-01-01 21:05:30,0,Phil will always be a don,"['phil', 'will', 'alway', 'be', 'a', 'don']",False,True
66588,550761051705606144,,-0.28723899999999997,51.605267,-0.2872389853000641,51.60526657104492,01/01/2015 21:10:42,425238308,Mena_music,Awww Phil. Family is always first for him; no matter what   ,Harrow,,0,2015-01-01 21:10:42,0,Awww Phil Family is always first for him no matter what,"['awww', 'phil', 'famili', 'is', 'alway', 'first', 'for', 'him', 'no', 'matter', 'what']",False,True
66590,550763889181609986,,-0.31851799999999997,51.585274,-0.3185180127620697,51.58527374267578,01/01/2015 21:21:58,771342002,itsriannaa,@TheFullConcept loooolll  u hate eastenders wth,Harrow,,0,2015-01-01 21:21:58,0,loooolll u hate eastenders wth,"['loooolll', 'u', 'hate', 'eastend', 'wth']",False,True
66592,550764741267050499,,-0.350451,51.578865,-0.3504509925842285,51.57886505126953,01/01/2015 21:25:21,162750476,RashaanArtist,Omds stop prolonging and bait out who killed lucy,Harrow,,0,2015-01-01 21:25:21,0,Omds stop prolonging and bait out who killed lucy,"['omd', 'stop', 'prolong', 'and', 'bait', 'out', 'who', 'kill', 'luci']",False,True
66593,550759196564520960,,-0.287125,51.605206,-0.28712499141693115,51.60520553588867,01/01/2015 21:03:19,425238308,Mena_music,Why does Nick look like a matrix character; with the long coat and leather gloves :/,Harrow,,0,2015-01-01 21:03:19,0,Why does Nick look like a matrix character with the long coat and leather gloves,"['whi', 'doe', 'nick', 'look', 'like', 'a', 'matrix', 'charact', 'with', 'the', 'long', 'coat', 'and', 'leather', 'glove']",False,True
66595,550761059691548673,,-0.297018,51.606136,-0.29701799154281616,51.60613632202149,01/01/2015 21:10:43,388518909,KaiWauleeyy,Emma got left back like Ashley,Harrow,,0,2015-01-01 21:10:43,0,Emma got left back like Ashley,"['emma', 'got', 'left', 'back', 'like', 'ashley']",False,True
66596,550761066591178753,,-0.341354,51.604332,-0.34135401248931885,51.60433197021485,01/01/2015 21:10:45,2220547713,gishomo,Ronnie man.,Harrow,,0,2015-01-01 21:10:45,0,Ronnie man,"['ronni', 'man']",False,True
66605,550761916290072576,,-0.341196,51.60434,-0.3411960005760193,51.60433959960938,01/01/2015 21:14:08,2220547713,gishomo,Now nick wants to leave; ok,Harrow,,0,2015-01-01 21:14:08,0,Now nick wants to leave ok,"['now', 'nick', 'want', 'to', 'leav', 'ok']",False,True
66611,550759609762578432,,-0.350563,51.578857,-0.3505629897117615,51.578857421875,01/01/2015 21:04:58,162750476,RashaanArtist,Phil is the godfather of Albert Swuare,Harrow,,0,2015-01-01 21:04:58,0,Phil is the godfather of Albert Swuare,"['phil', 'is', 'the', 'godfath', 'of', 'albert', 'swuar']",False,True
66617,550756464160411648,,-0.38071900000000003,51.562344,-0.380719006061554,51.56234359741211,01/01/2015 20:52:28,1538233261,oliviamcandrew_,Abby killed her; I know it,Harrow,,0,2015-01-01 20:52:28,0,Abby killed her I know it,"['abbi', 'kill', 'her', 'I', 'know', 'it']",False,True
66620,550765347629174784,,-0.350528,51.57889,-0.3505280017852783,51.57889175415039,01/01/2015 21:27:46,162750476,RashaanArtist,Denise is hiding something,Harrow,,0,2015-01-01 21:27:46,0,Denise is hiding something,"['denis', 'is', 'hide', 'someth']",False,True
66624,550756651561934849,,-0.308215,51.606159999999996,-0.3082149922847748,51.60615921020508,01/01/2015 20:53:12,891737510,lloydjlindo14,Ronnie is so worldssss        ,Harrow,,0,2015-01-01 20:53:12,0,Ronnie is so worldssss,"['ronni', 'is', 'so', 'worldssss']",False,True
66626,550758617738403841,,-0.34132399999999996,51.604335999999996,-0.34132400155067444,51.60433578491211,01/01/2015 21:01:01,2220547713,gishomo,Nasty Nick is a joke   ,Harrow,,0,2015-01-01 21:01:01,0,Nasty Nick is a joke,"['nasti', 'nick', 'is', 'a', 'joke']",False,True
66627,550759805049389056,,-0.341407,51.604324,-0.34140700101852417,51.60432434082031,01/01/2015 21:05:44,2220547713,gishomo,Phil is eternal. Phil will never die. Phil is life,Harrow,,0,2015-01-01 21:05:44,0,Phil is eternal Phil will never die Phil is life,"['phil', 'is', 'etern', 'phil', 'will', 'never', 'die', 'phil', 'is', 'life']",False,True
66630,550761111365357568,,-0.3423,51.608925,-0.3422999978065491,51.608924865722656,01/01/2015 21:10:56,635361994,amreetasagoo,Someone tell me what's happening in eastenders!!!!!,Harrow,,0,2015-01-01 21:10:56,0,Someone tell me what s happening in eastenders,"['someon', 'tell', 'me', 'what', 's', 'happen', 'in', 'eastend']",False,True
66631,550765900417499137,,-0.342087,51.60913,-0.3420870006084442,51.609130859375,01/01/2015 21:29:58,635361994,amreetasagoo,Ronnie's gonna die isn't she    #EastEnders,Harrow,EastEnders,0,2015-01-01 21:29:58,0,Ronnie s gonna die isn t she,"['ronni', 's', 'gon', 'na', 'die', 'isn', 't', 'she']",False,True
66632,550762567191494656,,-0.350566,51.578873,-0.35056599974632263,51.57887268066406,01/01/2015 21:16:43,162750476,RashaanArtist,She's dead fan,Harrow,,0,2015-01-01 21:16:43,0,She s dead fan,"['she', 's', 'dead', 'fan']",False,True
66634,550754609208524800,,-0.350568,51.578873,-0.3505679965019226,51.57887268066406,01/01/2015 20:45:06,162750476,RashaanArtist,Piss take how I have guests at home but watching eastenders on a laptop kmt; am I a dickhead?,Harrow,,0,2015-01-01 20:45:06,0,Piss take how I have guests at home but watching eastenders on a laptop kmt am I a dickhead,"['piss', 'take', 'how', 'I', 'have', 'guest', 'at', 'home', 'but', 'watch', 'eastend', 'on', 'a', 'laptop', 'kmt', 'am', 'I', 'a', 'dickhead']",False,True
66636,550757840437379072,,-0.287245,51.605213,-0.2872450053691864,51.6052131652832,01/01/2015 20:57:56,425238308,Mena_music,@Maxine_PR Oh! Awww.  And what's Ronnie's deal with Nick?,Harrow,,0,2015-01-01 20:57:56,0,Oh Awww And what s Ronnie s deal with Nick,"['Oh', 'awww', 'and', 'what', 's', 'ronni', 's', 'deal', 'with', 'nick']",False,True
66737,550751157103394816,,-0.287069,51.605164,-0.2870689928531647,51.60516357421875,01/01/2015 20:31:22,425238308,Mena_music,C'mon BBC one; get Eastenders started please.,Harrow,,0,2015-01-01 20:31:22,0,C mon BBC one get Eastenders started please,"['C', 'mon', 'bbc', 'one', 'get', 'eastend', 'start', 'pleas']",False,True
66774,550814452816560130,,-0.372678,51.604572,-0.3726780116558075,51.60457229614258,02/01/2015 00:42:53,1695024890,astudyingay,2 dead to move,Harrow,,0,2015-02-01 00:42:53,0,dead to move,"['dead', 'to', 'move']",False,True
66818,550814616646090752,,-0.372678,51.604572,-0.3726780116558075,51.60457229614258,02/01/2015 00:43:32,1695024890,astudyingay,@TotorosBadAcorn    so some1 died then,Harrow,,0,2015-02-01 00:43:32,0,so some died then,"['so', 'some', 'die', 'then']",False,True
66851,550806225987043330,,-0.335413,51.58385,-0.3354130089282989,51.5838508605957,02/01/2015 00:10:12,356398297,VIDEOGRLS,@banglaresh i fully want to die Whos With Me People,Harrow,,0,2015-02-01 00:10:12,0,i fully want to die Whos With Me People,"['i', 'fulli', 'want', 'to', 'die', 'who', 'with', 'Me', 'peopl']",False,True
66871,550772601157873664,,-0.381176,51.563633,-0.3811759948730469,51.56363296508789,01/01/2015 21:56:35,292272840,FadedBecks,Tbh my bodies dead,Harrow,,0,2015-01-01 21:56:35,0,Tbh my bodies dead,"['tbh', 'my', 'bodi', 'dead']",False,True
66876,550768243590574083,,-0.355611,51.60267,-0.3556109964847565,51.60266876220703,01/01/2015 21:39:16,85880648,AbbyMusicPower,#EastEnders went hard! FINALLY that Emma bitch is gnna die. Old grim reaper looking ass. Also..Mitchells never die are ya mad,Harrow,EastEnders,0,2015-01-01 21:39:16,0,went hard FINALLY that Emma bitch is gnna die Old grim reaper looking ass Also Mitchells never die are ya mad,"['went', 'hard', 'final', 'that', 'emma', 'bitch', 'is', 'gnna', 'die', 'old', 'grim', 'reaper', 'look', 'ass', 'also', 'mitchel', 'never', 'die', 'are', 'ya', 'mad']",False,True
66881,550767626763640832,,-0.287168,51.60521,-0.2871679961681366,51.60520935058594,01/01/2015 21:36:49,425238308,Mena_music,To be honest the whole thing with Emma today was pointless!!!! We didn't even get to find our who killed Lucy       ,Harrow,,0,2015-01-01 21:36:49,0,To be honest the whole thing with Emma today was pointless We didn t even get to find our who killed Lucy,"['To', 'be', 'honest', 'the', 'whole', 'thing', 'with', 'emma', 'today', 'wa', 'pointless', 'We', 'didn', 't', 'even', 'get', 'to', 'find', 'our', 'who', 'kill', 'luci']",False,True
66885,550766675206103040,,-0.34228000000000003,51.609146,-0.3422800004482269,51.60914611816406,01/01/2015 21:33:02,635361994,amreetasagoo,Shit Emma! She's going to die! #EastEnders,Harrow,EastEnders,0,2015-01-01 21:33:02,0,Shit Emma She s going to die,"['shit', 'emma', 'she', 's', 'go', 'to', 'die']",False,True
66888,550767934738804739,,-0.287207,51.605194,-0.2872070074081421,51.60519409179688,01/01/2015 21:38:03,425238308,Mena_music,@dirlx_: YO @BBCONE YOU TOOK THE PISS. WHO KILLED LUCY? DM ME #EastEnders no Alex you're too much     ,Harrow,EastEnders,0,2015-01-01 21:38:03,0,YO YOU TOOK THE PISS WHO KILLED LUCY DM ME no Alex you re too much,"['YO', 'you', 'took', 'the', 'piss', 'who', 'kill', 'luci', 'DM', 'ME', 'no', 'alex', 'you', 're', 'too', 'much']",False,True
66891,550771602083024896,,-0.315336,51.621506,-0.3153359889984131,51.62150573730469,01/01/2015 21:52:37,295290593,eatmyTRACK,EastEnders was a madness       ,Harrow,,0,2015-01-01 21:52:37,0,EastEnders was a madness,"['eastend', 'wa', 'a', 'mad']",False,True
66897,550768782076301313,,-0.362722,51.574096999999995,-0.3627220094203949,51.5740966796875,01/01/2015 21:41:25,598444047,smano_7,Omg eastenders was so unrealistically dramatic....I love it :'D,Harrow,,0,2015-01-01 21:41:25,0,Omg eastenders was so unrealistically dramatic I love it D,"['omg', 'eastend', 'wa', 'so', 'unrealist', 'dramat', 'I', 'love', 'it', 'D']",False,True
66902,550766336637673473,,-0.308769,51.61051,-0.30876898765563965,51.610511779785156,01/01/2015 21:31:42,50983524,misharadia,I think Max maybs killed Lucy,Harrow,,0,2015-01-01 21:31:42,0,I think Max maybs killed Lucy,"['I', 'think', 'max', 'mayb', 'kill', 'luci']",False,True
66903,550766539482615808,,-0.350543,51.57879000000001,-0.3505429923534393,51.57878875732422,01/01/2015 21:32:30,162750476,RashaanArtist,This Emma woman is mad,Harrow,,0,2015-01-01 21:32:30,0,This Emma woman is mad,"['thi', 'emma', 'woman', 'is', 'mad']",False,True
66905,550767076210913280,,-0.366586,51.555054,-0.3665859997272492,51.5550537109375,01/01/2015 21:34:38,310438559,KhiryHopkins,Even Phil is crying you know! That's so deep though Ronnie has never been  rated in Eastenders 2bh,Harrow,,0,2015-01-01 21:34:38,0,Even Phil is crying you know That s so deep though Ronnie has never been rated in Eastenders bh,"['even', 'phil', 'is', 'cri', 'you', 'know', 'that', 's', 'so', 'deep', 'though', 'ronni', 'ha', 'never', 'been', 'rate', 'in', 'eastend', 'bh']",False,True
66911,550768982819864576,,-0.31196799999999997,51.59498,-0.31196799874305725,51.59497833251953,01/01/2015 21:42:12,1115249940,Yasmaswasbas,Best EastEnders Episode ever !!!!!!,Harrow,,0,2015-01-01 21:42:12,0,Best EastEnders Episode ever,"['best', 'eastend', 'episod', 'ever']",False,True
66921,550767443988480000,,-0.366539,51.555035,-0.36653900146484375,51.55503463745117,01/01/2015 21:36:06,310438559,KhiryHopkins,Still don't no who killed Lucy kmbt!!   ,Harrow,,0,2015-01-01 21:36:06,0,Still don t no who killed Lucy kmbt,"['still', 'don', 't', 'no', 'who', 'kill', 'luci', 'kmbt']",False,True
66934,550768530627776513,,-0.333995,51.59527,-0.3339950144290924,51.59526824951172,01/01/2015 21:40:25,1239986113,DanielGomesKubo,So Glad Ronnie Is Still Alive #EastEnders,Harrow,EastEnders,0,2015-01-01 21:40:25,0,So Glad Ronnie Is Still Alive,"['So', 'glad', 'ronni', 'Is', 'still', 'aliv']",False,True
66938,550766222053486592,,-0.350543,51.57879000000001,-0.3505429923534393,51.57878875732422,01/01/2015 21:31:14,162750476,RashaanArtist,This is all nick's fault,Harrow,,0,2015-01-01 21:31:14,0,This is all nick s fault,"['thi', 'is', 'all', 'nick', 's', 'fault']",False,True
66939,550766824795947008,,-0.28717,51.60518,-0.2871699929237366,51.60517883300781,01/01/2015 21:33:38,425238308,Mena_music,RONNIE!!!!         ,Harrow,,0,2015-01-01 21:33:38,0,RONNIE,['ronni'],False,True
66943,550770566912045056,,-0.316581,51.591488,-0.31658101081848145,51.59148788452149,01/01/2015 21:48:30,97889055,Nu1tha,Poor Emma. She was destined to die. #EastEnders,Harrow,EastEnders,0,2015-01-01 21:48:30,0,Poor Emma She was destined to die,"['poor', 'emma', 'she', 'wa', 'destin', 'to', 'die']",False,True
66944,550770768876150786,,-0.341409,51.60433,-0.3414089977741241,51.60432815551758,01/01/2015 21:49:18,2220547713,gishomo,Ronnie died for 10 minutes and came back she skn'd death off,Harrow,,0,2015-01-01 21:49:18,0,Ronnie died for minutes and came back she skn d death off,"['ronni', 'die', 'for', 'minut', 'and', 'came', 'back', 'she', 'skn', 'd', 'death', 'off']",False,True
67051,550789777369595904,,-0.383587,51.58814,-0.3835870027542114,51.58813858032226,01/01/2015 23:04:50,287164227,henryriva,(2/2) you dead 10 seconds; you ain't coming back! Even if you do; there's no way you won't be brain dead! No oxygen to it for 10 minutes!,Harrow,,0,2015-01-01 23:04:50,0,you dead seconds you ain t coming back Even if you do there s no way you won t be brain dead No oxygen to it for minutes,"['you', 'dead', 'second', 'you', 'ain', 't', 'come', 'back', 'even', 'if', 'you', 'do', 'there', 's', 'no', 'way', 'you', 'won', 't', 'be', 'brain', 'dead', 'No', 'oxygen', 'to', 'it', 'for', 'minut']",False,True
67066,550789562826784768,,-0.383587,51.58814,-0.3835870027542114,51.58813858032226,01/01/2015 23:03:59,287164227,henryriva,(1/2)Haven't watched it in a while. Eastenders; what a load of shite! Dead 10 minutes then boom alive and well; do one.,Harrow,,0,2015-01-01 23:03:59,0,Haven t watched it in a while Eastenders what a load of shite Dead minutes then boom alive and well do one,"['haven', 't', 'watch', 'it', 'in', 'a', 'while', 'eastend', 'what', 'a', 'load', 'of', 'shite', 'dead', 'minut', 'then', 'boom', 'aliv', 'and', 'well', 'do', 'one']",False,True
67111,550786340116525057,,-0.343972,51.589043,-0.34397199749946594,51.58904266357422,01/01/2015 22:51:11,401265392,tessaallen3,Mark Wright and Michelle Keegan kill me such a buff couple       ,Harrow,,0,2015-01-01 22:51:11,0,Mark Wright and Michelle Keegan kill me such a buff couple,"['mark', 'wright', 'and', 'michel', 'keegan', 'kill', 'me', 'such', 'a', 'buff', 'coupl']",False,True
67535,550237911447527424,,-0.053470000000000004,51.39467,-0.053470000624656684,51.39466857910156,31/12/2014 10:31:55,408539900,BecciGoodridge,Just tried the @Charlottegshore DVD got to round 3 nearly died;same again 2moro;i will have a wash board stomach if i dont pass out first  ,Bromley,,0,2014-12-31 10:31:55,1,Just tried the DVD got to round nearly died same again moro i will have a wash board stomach if i dont pass out first,"['just', 'tri', 'the', 'dvd', 'got', 'to', 'round', 'nearli', 'die', 'same', 'again', 'moro', 'i', 'will', 'have', 'a', 'wash', 'board', 'stomach', 'if', 'i', 'dont', 'pass', 'out', 'first']",False,True
